policy_id,event_id,event_name,support_form,currency,minimum_amount,maximum_amount,support_rate,interest_rate_rule,interest_subsidy_rule,guarantee_fee_rule,grace_period,repayment_period,repayment_method,matching_fund_rate,eligible_expense_types,payment_method,reimbursement_delay_rule,combinability_rule,unquantifiable_conditions,source_status,source_path,source_locator,reviewed_at
POL_SEOUL_FUND_2026,SEOUL_HOPE,희망동행자금,은행협력자금,KRW,미확인,100000000,해당 없음,은행 심사금리,1.8%p·대출일부터 7년 이내,해당 없음,1년 또는 2년,총 5년 또는 7년,1년거치 4년 또는 2년거치 5년 균분,해당 없음,경영애로·대환성 지원,은행 대출 실행,미확인,미확인,은행 적용금리·승인금액,공식 첨부문서 확인,data/raw_re/policy/seoul_fund/2026/2026년도 서울특별시 중소기업육성자금 융자지원 변경계획 공고/2026년_중소기업육성자금_융자지원_변경계획_공고.md,붙임1 희망동행자금,2026-08-15T23:59:00+09:00
POL_SEOUL_FUND_2026,SEOUL_JOBS,일자리창출우수기업자금,은행협력자금,KRW,미확인,500000000,해당 없음,은행 심사금리,2.5%p·대출일부터 5년 이내,해당 없음,1년 또는 2년,총 5년,1년거치 4년 또는 2년거치 3년 균분,해당 없음,고용·경영안정,은행 대출 실행,미확인,미확인,사회보험가입촉진 유형은 5천만원 한도,공식 첨부문서 확인,data/raw_re/policy/seoul_fund/2026/2026년도 서울특별시 중소기업육성자금 융자지원 변경계획 공고/2026년_중소기업육성자금_융자지원_변경계획_공고.md,붙임1 일자리창출우수기업자금,2026-08-15T23:59:00+09:00
POL_SEOUL_FUND_2026,SEOUL_ESG,ESG자금,은행협력자금,KRW,미확인,100000000,해당 없음,은행 심사금리,2.5%p·대출일부터 5년 이내,해당 없음,1년 또는 2년,총 5년,1년거치 4년 또는 2년거치 3년 균분,해당 없음,ESG 실천·경영안정,은행 대출 실행,미확인,미확인,ESG 인정 기준·은행 승인,공식 첨부문서 확인,data/raw_re/policy/seoul_fund/2026/2026년도 서울특별시 중소기업육성자금 융자지원 변경계획 공고/2026년_중소기업육성자금_융자지원_변경계획_공고.md,붙임1 ESG자금,2026-08-15T23:59:00+09:00
POL_SEOUL_FUND_2026,SEOUL_RESTART_FUND,재기지원자금,은행협력자금,KRW,미확인,100000000,해당 없음,은행 심사금리,2.5%p·대출일부터 5년 이내,해당 없음,1년 또는 2년,총 5년,1년거치 4년 또는 2년거치 3년 균분,해당 없음,재기·경영안정,은행 대출 실행,미확인,다시서기·위기지원 참여기업 연계; 중복효과 이중계상 금지,은행 적용금리·승인금액,공식 첨부문서 확인,data/raw_re/policy/seoul_fund/2026/2026년도 서울특별시 중소기업육성자금 융자지원 변경계획 공고/2026년_중소기업육성자금_융자지원_변경계획_공고.md,붙임1 재기지원자금,2026-08-15T23:59:00+09:00
POL_SEOUL_FUND_2026,SEOUL_MIDEAST,중동피해위기대응자금,은행협력자금,KRW,미확인,50000000,해당 없음,은행 심사금리,2년간 2.5%p·3년간 1.8%p,해당 없음,1년,총 5년,1년거치 4년 균분,해당 없음,중동전쟁 직접피해 대응,은행 대출 실행,미확인,미확인,직접피해업종은 별도 공고,공식 첨부문서 확인,data/raw_re/policy/seoul_fund/2026/2026년도 서울특별시 중소기업육성자금 융자지원 변경계획 공고/2026년_중소기업육성자금_융자지원_변경계획_공고.md,붙임1 중동피해위기대응자금,2026-08-15T23:59:00+09:00
POL_SEOUL_FUND_2026,SEOUL_SAFE_ACCOUNT,안심통장 하반기,한도대출,KRW,미확인,미확인,미확인,미확인,미확인,미확인,미확인,미확인,미확인,미확인,미확인,미확인,미확인,미확인,하반기 3천억원 별도 공고 예정으로 조건 미확인,공식 첨부문서 확인,data/raw_re/policy/seoul_fund/2026/2026년도 서울특별시 중소기업육성자금 융자지원 변경계획 공고/2026년_중소기업육성자금_융자지원_변경계획_공고.md,본문 1절 안심통장,2026-08-15T23:59:00+09:00
POL_SEOUL_CRISIS_TRACK2_2026H2,CRISIS_SOLUTION,솔루션 이행비용,사후정산 보조금,KRW,미확인,3000000,부가세 제외 100%; 간이·면세 공급자 거래는 총비용 90% 이내,해당 없음,해당 없음,해당 없음,해당 없음,해당 없음,해당 없음,자부담은 부가세 및 지원초과분,경영개선 또는 사업정리 항목,선지급 후 증빙·정산,비용지원 2026년 11월까지; 개별 지급일 미확인,2025~2026 서울시 종합지원 비용지원과 중복 제한,경영진단 결과와 항목 연계 필요,공식 첨부문서 확인,data/raw_re/policy/selected/2026-08-15/POL_SEOUL_CRISIS_TRACK2_2026H2/2026_하반기_위기_소상공인_Track2_공고.pdf,PDF 2~7쪽,2026-08-15T23:59:00+09:00
POL_SEOUL_CLOSURE_2026,CLOSURE_SOLUTION,폐업 솔루션 이행비용,사후정산 보조금,KRW,미확인,3000000,부가세 제외 100%; 간이·면세 공급자 거래는 총비용 90% 이내,해당 없음,해당 없음,해당 없음,해당 없음,해당 없음,해당 없음,자부담은 부가세 및 지원초과분,임차료·원상복구·보관·수리·양도수수료·광고·교육,선지급 후 폐업완료 확인·정산,미확인,희망리턴패키지 철거비·국민내일배움카드와 항목별 중복 제한,교육·컨설팅 이수 및 폐업사실증명 필요,공식 첨부문서 확인,data/raw_re/policy/selected/2026-08-15/POL_SEOUL_CLOSURE_2026/2026_새_길_여는_폐업지원_공고.pdf,PDF 1~6쪽,2026-08-15T23:59:00+09:00
POL_SEOUL_DIGITAL_MIDLIFE_2026H2,DIGITAL_SOLUTION,디지털 솔루션 이행비용,사후정산 보조금,KRW,미확인,3000000,부가세 제외 100%; 간이·면세 공급자 거래는 총비용 90% 이내,해당 없음,해당 없음,해당 없음,해당 없음,해당 없음,해당 없음,자부담은 부가세 및 지원초과분,온라인진출·온라인마케팅·디지털환경구축,승인 후 선지급·완료증빙 후 정산,미확인,2026 서울시 종합지원 비용지원과 중복 제한,교육 수료·컨설팅·사전 승인 필요,공식 첨부문서 확인,data/raw_re/policy/selected/2026-08-15/POL_SEOUL_DIGITAL_MIDLIFE_2026H2/2026_하반기_중장년_디지털전환_공고.pdf,PDF 2~5쪽,2026-08-15T23:59:00+09:00
POL_SEOUL_DIGITAL_MIDLIFE_2026H2,DIGITAL_EXCELLENCE,우수기업 정착비용,보조금,KRW,미확인,1000000,미확인,해당 없음,해당 없음,해당 없음,해당 없음,해당 없음,해당 없음,미확인,디지털 전환 정착,미확인,2027년 우수기업 선발 후 지급시점 미확인,미확인,우수기업 선발 기준·세부 집행조건 미확인,공식 첨부문서 확인,data/raw_re/policy/selected/2026-08-15/POL_SEOUL_DIGITAL_MIDLIFE_2026H2/2026_하반기_중장년_디지털전환_공고.pdf,PDF 2·5쪽,2026-08-15T23:59:00+09:00
POL_SEOUL_ZERO_MARKET_2026_2,ZERO_MARKET_GRANT,매장별 보조금,보조금,KRW,미확인,1200000,미확인,해당 없음,해당 없음,해당 없음,해당 없음,해당 없음,해당 없음,프랜차이즈 본점·직영점은 총사업비 50% 이상 자부담,친환경·다회용 포장재·홍보·교육·시설장비 임차·제한적 인건비·대여비,결과보고·증빙 후 사후정산,미확인,동일·유사 국비·시비 지원 결정 사업자 제외,인건비·대여비는 각각 사업비 50% 이내; 판매물품·경상비 등 제외,공식 첨부문서 확인,data/raw_re/policy/selected/2026-08-15/POL_SEOUL_ZERO_MARKET_2026_2/2026_서울제로마켓_2차_공고.hwpx,HWPX 지원금액·지원항목,2026-08-15T23:59:00+09:00
POL_SEOUL_SAFETY_TEST_2026H2,SAFETY_TEST,안전검사 비용,검사비 지원,KRW,미확인,2000000,미확인,해당 없음,해당 없음,해당 없음,해당 없음,해당 없음,해당 없음,미확인,생활용품·어린이제품 검사비,미확인,미확인,미확인,검사기관별 신청·지급 절차 미확인,공식 첨부문서 확인,data/raw_re/policy/selected/2026-08-15/POL_SEOUL_SAFETY_TEST_2026H2/2026_서울_소상공인_안전검사_하반기.pdf,PDF 1쪽·공식 HTML,2026-08-15T23:59:00+09:00
POL_SEOUL_RESTART_2026,RESTART_SEED,재도전 초기자금,보조금,KRW,미확인,2000000,부가세 본인 부담,해당 없음,해당 없음,해당 없음,해당 없음,해당 없음,해당 없음,부가세·초과분,임차료·물품구입·마케팅·홍보 등,미확인,미확인,재기지원자금 대출과 연결 가능하나 이중계상 금지,현재 공식 페이지에서 지급시점·세부 정산절차 미확인,공식 첨부문서 확인,data/raw_re/policy/selected/2026-08-15/POL_SEOUL_RESTART_2026/official_page.html,공식 본문 지원내용,2026-08-15T23:59:00+09:00
POL_SEOUL_RESTART_2026,RESTART_GUARANTEE,저금리 대출보증,보증·이차보전 연계,KRW,미확인,100000000,해당 없음,은행 심사금리,연계 재기지원자금은 2.5%p·5년 이내,1인당 최대 40만원 보증료 지원,1년 또는 2년,총 5년,1년거치 4년 또는 2년거치 3년 균분,해당 없음,운전자금,은행 대출 실행,미확인,서울시 재기지원자금과 동일 대출 이벤트로 취급,최종 보증·대출 승인금액은 심사 결과,공식 첨부문서 확인,data/raw_re/policy/seoul_fund/2026/2026년도 서울특별시 중소기업육성자금 융자지원 변경계획 공고/2026년_중소기업육성자금_융자지원_변경계획_공고.md,붙임1 재기지원자금·붙임3 다시서기,2026-08-15T23:59:00+09:00
POL_SEMAS_REFINANCE_2026,SEMAS_REFINANCE,대환대출,대리대출,KRW,미확인,50000000,해당 없음,연 4.5% 고정,해당 없음,해당 없음,0년 또는 2년,총 10년,10년 분할 또는 2년거치 8년 분할,해당 없음,2025-06-30 이전 사업자대출·사업용도 가계대출 대환,금융기관 대환 실행,미확인,기존 대환실행액은 한도에서 차감,실제 승인액·대환 실행일,공식 첨부문서 확인,data/raw_re/policy/selected/2026-08-15/POL_SEMAS_POLICY_LOANS_2026_CHANGE4/2026_소상공인_정책자금_융자사업_4차변경.pdf,PDF 11~12쪽,2026-08-15T23:59:00+09:00
POL_SEMAS_RECHALLENGE_2026,SEMAS_RECHALLENGE_GENERAL,재도전특별자금 일반형,직접대출,KRW,미확인,70000000,해당 없음,정책자금 기준금리 +1.6%p,해당 없음,해당 없음,2년,총 5년,거치 후 분할상환,해당 없음,운전자금,소진공 직접대출,미확인,미확인,분기별 기준금리·승인액,공식 첨부문서 확인,data/raw_re/policy/selected/2026-08-15/POL_SEMAS_POLICY_LOANS_2026_CHANGE4/2026_소상공인_정책자금_융자사업_4차변경.pdf,PDF 13~14쪽,2026-08-15T23:59:00+09:00
POL_SEMAS_RECHALLENGE_2026,SEMAS_RECHALLENGE_HOPE,재도전특별자금 희망형,직접대출,KRW,미확인,100000000,해당 없음,정책자금 기준금리 +0.6%p,해당 없음,해당 없음,2년,총 5년,거치 후 분할상환,해당 없음,운전자금,소진공 직접대출,미확인,미확인,분기별 기준금리·승인액,공식 첨부문서 확인,data/raw_re/policy/selected/2026-08-15/POL_SEMAS_POLICY_LOANS_2026_CHANGE4/2026_소상공인_정책자금_융자사업_4차변경.pdf,PDF 13~14쪽,2026-08-15T23:59:00+09:00
POL_SEMAS_RECHALLENGE_2026,SEMAS_RECHALLENGE_LEAP,재도전특별자금 도약형,직접대출,KRW,미확인,200000000,해당 없음,정책자금 기준금리 +0.4%p,해당 없음,해당 없음,2년,총 5년,거치 후 분할상환,해당 없음,운전자금,소진공 직접대출,미확인,미확인,분기별 기준금리·승인액,공식 첨부문서 확인,data/raw_re/policy/selected/2026-08-15/POL_SEMAS_POLICY_LOANS_2026_CHANGE4/2026_소상공인_정책자금_융자사업_4차변경.pdf,PDF 13~14쪽,2026-08-15T23:59:00+09:00
POL_SEMAS_STABILITY_VOUCHER_2026,STABILITY_VOUCHER,경영안정 바우처,카드 바우처,KRW,미확인,250000,"지정 사용처 결제액 100%, 25만원 한도",해당 없음,해당 없음,해당 없음,해당 없음,해당 없음,해당 없음,해당 없음,전기·가스·수도·4대보험·사업용 차량연료·전통시장 화재공제,등록 카드 결제 시 자동 선차감,선정 후 카드사 등록 일정,동일 비용의 타 지원사업 중복 시 환수 가능,2026-12-31 미사용 잔액 회수,공식 첨부문서 확인,data/raw_re/policy/selected/2026-08-15/POL_SEMAS_STABILITY_VOUCHER_2026/2026_소상공인_경영안정_바우처_공고.pdf,PDF 2~5쪽,2026-08-15T23:59:00+09:00
